sector,indicator,country,year,variable,value,unit,label
Buildings,Buildings emissions intensity (per capita),KR,2003,historic,2.8055839906995503,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),KR,2004,historic,2.9344174607036035,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),KR,2005,historic,3.0882276454155333,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),KR,2006,historic,3.0666656492183355,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),KR,2007,historic,3.0753662551154988,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),KR,2008,historic,3.1820289739089085,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),KR,2009,historic,3.4125362599709024,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),KR,2010,historic,3.703656160554685,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),KR,2011,historic,3.7721327327139273,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),KR,2012,historic,3.7874067088915897,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),KR,2013,historic,3.6745926172826175,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),KR,2014,historic,3.428318029433622,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),KR,2015,historic,3.510215326721654,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),CH,1990,historic,2.690568939591165,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),CH,1991,historic,2.842757695240896,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),CH,1992,historic,2.8264780934698637,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),CH,1993,historic,2.649611708139156,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),CH,1994,historic,2.4789523255671497,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),CH,1995,historic,2.587369832783005,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),CH,1996,historic,2.6854094034512195,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),CH,1997,historic,2.5465062782697547,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),CH,1998,historic,2.650960197524737,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),CH,1999,historic,2.642294962478709,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),CH,2000,historic,2.4216935588970574,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),CH,2001,historic,2.535112350747001,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),CH,2002,historic,2.409846466465671,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),CH,2003,historic,2.5177622624309004,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),CH,2004,historic,2.48507012198827,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),CH,2005,historic,2.545074901012832,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),CH,2006,historic,2.4001207837319543,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),CH,2007,historic,2.1095977143105817,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),CH,2008,historic,2.217027003520088,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),CH,2009,historic,2.1389963932631724,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),CH,2010,historic,2.266709781108831,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),CH,2011,historic,1.821172956795708,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),CH,2012,historic,1.973024016447528,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),CH,2013,historic,2.059471113019581,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),CH,2014,historic,1.6207648986680725,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),CH,2015,historic,1.6994555113281968,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),TR,1990,historic,0.6194159834545458,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),TR,1991,historic,0.649154212235864,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),TR,1992,historic,0.6941835027990125,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),TR,1993,historic,0.6654451658709448,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),TR,1994,historic,0.6566580856394711,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),TR,1995,historic,0.7215345720383537,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),TR,1996,historic,0.7505475715730411,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),TR,1997,historic,0.8281907107214654,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),TR,1998,historic,0.8038522818871568,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),TR,1999,historic,0.833234370028338,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),TR,2000,historic,0.8870940528740313,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),TR,2001,historic,0.8490122396875898,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),TR,2002,historic,0.8151001743531509,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),TR,2003,historic,0.86852049289234,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),TR,2004,historic,0.901345496921174,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),TR,2005,historic,0.9925855187162824,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),TR,2006,historic,1.084983436549776,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),TR,2007,historic,1.2115228672857323,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),TR,2008,historic,1.4271796697361396,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),TR,2009,historic,1.3390090679516815,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),TR,2010,historic,1.2941227415691636,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),TR,2011,historic,1.3929122145329895,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),TR,2012,historic,1.5244259792728971,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),TR,2013,historic,1.3118128935455144,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),TR,2014,historic,1.3699471609567235,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),TR,2015,historic,1.3727341307254712,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),AE,1990,historic,6.398925418063128,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),AE,1991,historic,6.143035681745324,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),AE,1992,historic,6.186397621695452,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),AE,1993,historic,6.7644085353030805,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),AE,1994,historic,7.0171309523031224,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),AE,1995,historic,6.832043526328211,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),AE,1996,historic,6.852751694874534,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),AE,1997,historic,6.625833563552972,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),AE,1998,historic,6.149549945364982,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),AE,1999,historic,5.7989894923659016,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),AE,2000,historic,6.030512478693784,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),AE,2001,historic,6.54006592749792,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),AE,2002,historic,6.697756136711263,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),AE,2003,historic,8.755548323622309,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),AE,2004,historic,9.487362881798763,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),AE,2005,historic,8.238480022230817,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),AE,2006,historic,7.678993180223894,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),AE,2007,historic,6.273466737171569,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),AE,2008,historic,7.024485692688343,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),AE,2009,historic,5.468986426304083,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),AE,2010,historic,4.865503904800802,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),AE,2011,historic,4.202630735068058,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),AE,2012,historic,5.491382467569121,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),AE,2013,historic,5.425145495009191,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),AE,2014,historic,5.404716103177984,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),AE,2015,historic,5.3870817994364595,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),UA,1990,historic,3.10125088643602,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),UA,1991,historic,2.753526909448975,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),UA,1992,historic,2.8590341540803523,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),UA,1993,historic,2.8899362986327266,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),UA,1994,historic,2.6139945526074024,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),UA,1995,historic,2.5479441263552403,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),UA,1996,historic,2.344778296368312,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),UA,1997,historic,2.1001339064507105,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),UA,1998,historic,1.9619461645590783,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),UA,1999,historic,2.039005505801792,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),UA,2000,historic,1.9656798441953007,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),UA,2001,historic,1.9255539521209768,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),UA,2002,historic,1.9633164533276013,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),UA,2003,historic,2.191984143064816,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),UA,2004,historic,1.963255440097169,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),UA,2005,historic,1.9748022062848525,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),UA,2006,historic,2.106961781494117,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),UA,2007,historic,1.9734137813254369,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),UA,2008,historic,2.0212869462494307,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),UA,2009,historic,1.9033763089600448,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),UA,2010,historic,2.0614914060485128,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),UA,2011,historic,2.1744923108461305,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),UA,2012,historic,2.2220361480840567,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),UA,2013,historic,2.30088191125472,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),UA,2014,historic,1.9728879967986896,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),UA,2015,historic,1.5649473519877577,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),US,1990,historic,7.086299422233377,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),US,1991,historic,6.925058390770747,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),US,1992,historic,6.994418897315911,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),US,1993,historic,7.230703987327902,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),US,1994,historic,7.181175302449429,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),US,1995,historic,7.298131952390399,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),US,1996,historic,7.554735600409166,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),US,1997,historic,7.740134204159465,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),US,1998,historic,7.581712429924807,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),US,1999,historic,7.527603396396638,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),US,2000,historic,7.7490786840633135,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),US,2001,historic,7.803716180240937,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),US,2002,historic,7.602009135930906,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),US,2003,historic,7.657283772774077,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),US,2004,historic,7.681765754524084,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),US,2005,historic,7.793730757691143,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),US,2006,historic,7.335127493674254,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),US,2007,historic,7.522743149693916,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),US,2008,historic,7.326202566462933,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),US,2009,historic,6.912333314965086,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),US,2010,historic,7.074494563672756,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),US,2011,historic,6.720177172613718,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),US,2012,historic,6.216328651010032,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),US,2013,historic,6.385260950472847,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),US,2014,historic,6.454256706092122,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),US,2015,historic,5.956152037823934,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),DE,1990,historic,4.97002149822076,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),DE,1991,historic,4.933902128465501,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),DE,1992,historic,4.6358848829371535,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),DE,1993,historic,4.717230034566329,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),DE,1994,historic,4.526620132582837,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),DE,1995,historic,4.519423965338151,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),DE,1996,historic,4.907550648480372,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),DE,1997,historic,4.6081505098861415,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),DE,1998,historic,4.5133653043555455,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),DE,1999,historic,4.290457220830287,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),DE,2000,historic,4.277594928271172,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),DE,2001,historic,4.553496742359188,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),DE,2002,historic,4.4385780154961925,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),DE,2003,historic,4.630311472071464,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),DE,2004,historic,4.464369153283951,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),DE,2005,historic,4.3564713101977794,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),DE,2006,historic,4.45182386449095,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),DE,2007,historic,4.001091072436358,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),DE,2008,historic,4.224965432998142,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),DE,2009,historic,4.013598968236833,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),DE,2010,historic,4.251054616624281,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),DE,2011,historic,3.8043113681926326,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),DE,2012,historic,3.961832633121405,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),DE,2013,historic,4.120758958305149,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),DE,2014,historic,3.661124813932724,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),DE,2015,historic,3.707171999857044,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),FR,1990,historic,1.9782289288751518,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),FR,1991,historic,2.2578088427285388,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),FR,1992,historic,2.096340201227311,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),FR,1993,historic,1.9156226276412567,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),FR,1994,historic,1.802486045015856,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),FR,1995,historic,1.830389911804271,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),FR,1996,historic,2.020269648079025,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),FR,1997,historic,1.8756228781264737,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),FR,1998,historic,2.0669271702127867,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),FR,1999,historic,2.032216300858364,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),FR,2000,historic,1.9012084636785136,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),FR,2001,historic,1.9146528907756024,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),FR,2002,historic,1.8326704645640708,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),FR,2003,historic,1.9186216303543733,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),FR,2004,historic,1.9605264959307296,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),FR,2005,historic,1.984616295054492,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),FR,2006,historic,1.8777762434024616,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),FR,2007,historic,1.7553152878409164,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),FR,2008,historic,1.8148439024467868,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),FR,2009,historic,1.8419356953387191,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),FR,2010,historic,1.86388161616348,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),FR,2011,historic,1.5485060341199308,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),FR,2012,historic,1.6644583750975257,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),FR,2013,historic,1.6762261903690554,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),FR,2014,historic,1.3272361475568808,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),FR,2015,historic,1.365331744583667,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),IT,1990,historic,2.0947185816578098,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),IT,1991,historic,2.201859430876617,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),IT,1992,historic,2.120909108440157,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),IT,1993,historic,2.0962413239167867,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),IT,1994,historic,1.9593262742122728,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),IT,1995,historic,2.15481024307239,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),IT,1996,historic,2.169447329787975,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),IT,1997,historic,2.136945896606965,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),IT,1998,historic,2.2364086625324537,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),IT,1999,historic,2.2680887224062727,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),IT,2000,historic,2.2278205645935847,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),IT,2001,historic,2.266367768684624,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),IT,2002,historic,2.2734220575347512,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),IT,2003,historic,2.414678968952232,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),IT,2004,historic,2.3900563715071867,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),IT,2005,historic,2.4519050839231005,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),IT,2006,historic,2.379463071168715,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),IT,2007,historic,2.2656144025396943,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),IT,2008,historic,2.313223377662873,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),IT,2009,historic,2.22313866066047,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),IT,2010,historic,2.2654779807086802,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),IT,2011,historic,2.1816079175317307,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),IT,2012,historic,2.1626777564551296,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),IT,2013,historic,2.0193850997302003,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),IT,2014,historic,1.7679303395717438,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),IT,2015,historic,1.9115694754643449,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),GB,1990,historic,3.8978274923767033,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),GB,1991,historic,4.056498789465007,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),GB,1992,historic,4.022905879477814,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),GB,1993,historic,3.7880442379680628,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),GB,1994,historic,3.7515119008448568,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),GB,1995,historic,3.6007451643727224,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),GB,1996,historic,3.8201068986364057,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),GB,1997,historic,3.5450098686591853,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),GB,1998,historic,3.6130592025216077,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),GB,1999,historic,3.5288595138205774,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),GB,2000,historic,3.623353875119267,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),GB,2001,historic,3.7987772470088768,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),GB,2002,historic,3.5987415630580264,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),GB,2003,historic,3.7591440044624846,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),GB,2004,historic,3.8247781925110407,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),GB,2005,historic,3.7337475410096013,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),GB,2006,historic,3.7174442477079914,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),GB,2007,historic,3.5684553235739576,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),GB,2008,historic,3.5561936607806737,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),GB,2009,historic,3.2373783309185105,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),GB,2010,historic,3.3926985722994933,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),GB,2011,historic,2.9380562616375183,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),GB,2012,historic,3.239038968149429,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),GB,2013,historic,3.0899905265937857,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),GB,2014,historic,2.5923586224897166,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),GB,2015,historic,2.4126882439647184,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),World,1990,historic,1.0029037484619818,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),World,1991,historic,1.0067249001695595,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),World,1992,historic,0.9872666248223152,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),World,1993,historic,1.1103272761830183,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),World,1994,historic,1.1031492241871188,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),World,1995,historic,1.12114575548366,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),World,1996,historic,1.1606738900692095,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),World,1997,historic,1.1580435182901585,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),World,1998,historic,1.1437486513884054,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),World,1999,historic,1.1506472513227797,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),World,2000,historic,1.1670395066009656,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),World,2001,historic,1.18036971604849,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),World,2002,historic,1.1768751078065618,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),World,2003,historic,1.216545181077472,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),World,2004,historic,1.2303983730124957,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),World,2005,historic,1.2474955645681938,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),World,2006,historic,1.2472979175566146,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),World,2007,historic,1.2629238633320985,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),World,2008,historic,1.2631739540660931,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),World,2009,historic,1.2435166046445278,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),World,2010,historic,1.27627211881169,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),World,2011,historic,1.2702106514415867,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),World,2012,historic,1.2606955887258242,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),World,2013,historic,1.2754587674907532,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),World,2014,historic,1.253287948969091,t CO2 / cap,
Buildings,Buildings emissions intensity (per capita),World,2015,historic,1.2319579832287857,t CO2 / cap,
Electricity,Electricity activity (per capita),AR,1990,historic,1237.209349951352,kWh / cap,
Electricity,Electricity activity (per capita),AR,1991,historic,1278.0026602980747,kWh / cap,
Electricity,Electricity activity (per capita),AR,1992,historic,1343.3908573050358,kWh / cap,
Electricity,Electricity activity (per capita),AR,1993,historic,1426.2708767716424,kWh / cap,
Electricity,Electricity activity (per capita),AR,1994,historic,1520.910061869613,kWh / cap,
Electricity,Electricity activity (per capita),AR,1995,historic,1590.4852307772708,kWh / cap,
Electricity,Electricity activity (per capita),AR,1996,historic,1665.9832866779432,kWh / cap,
Electricity,Electricity activity (per capita),AR,1997,historic,1776.2632297465982,kWh / cap,
Electricity,Electricity activity (per capita),AR,1998,historic,1894.6116621813794,kWh / cap,
Electricity,Electricity activity (per capita),AR,1999,historic,1943.7964804444366,kWh / cap,
Electricity,Electricity activity (per capita),AR,2000,historic,2046.7984586279647,kWh / cap,
Electricity,Electricity activity (per capita),AR,2001,historic,2044.223398158133,kWh / cap,
Electricity,Electricity activity (per capita),AR,2002,historic,1959.5393515306314,kWh / cap,
Electricity,Electricity activity (per capita),AR,2003,historic,2113.9143309360347,kWh / cap,
Electricity,Electricity activity (per capita),AR,2004,historic,2214.6929754599228,kWh / cap,
Electricity,Electricity activity (per capita),AR,2005,historic,2321.040293928993,kWh / cap,
Electricity,Electricity activity (per capita),AR,2006,historic,2433.1610294132265,kWh / cap,
Electricity,Electricity activity (per capita),AR,2007,historic,2459.971129637052,kWh / cap,
Electricity,Electricity activity (per capita),AR,2008,historic,2670.7108953656866,kWh / cap,
Electricity,Electricity activity (per capita),AR,2009,historic,2627.7738084639827,kWh / cap,
Electricity,Electricity activity (per capita),AR,2010,historic,2757.079757330297,kWh / cap,
Electricity,Electricity activity (per capita),AR,2011,historic,2806.9841846057043,kWh / cap,
Electricity,Electricity activity (per capita),AR,2012,historic,2870.79026045046,kWh / cap,
Electricity,Electricity activity (per capita),AR,2013,historic,2866.15518094949,kWh / cap,
Electricity,Electricity activity (per capita),AR,2014,historic,2961.404337134032,kWh / cap,
